% 1  %DivideBy(%CountNumber(Proximity(Number_body(_range(0,4)),Token(megapixel,megapixels,mp),-3,1)),%CountNumber  (Proximity(Number_body(),Token(megapixel,megapixels,mp),-3,1)))  %BooleanFeature(Proximity(Number_title(_range(0,4)),HTMLTitle(megapixel,megapixels,mp),-3,0))
@RELATION test
@ATTRIBUTE x0	NUMERIC
@ATTRIBUTE x1	NUMERIC
@ATTRIBUTE x2	NUMERIC
@ATTRIBUTE class	{0,1}
@DATA
2582,0.2500,0,0
2577,0.3333,0,0
2579,0.0000,0,0
2578,0.3333,0,0
2589,0.2000,0,0
3667,0.1429,0,0
3424,0.1667,0,0
641,0.0769,0,0
2584,0.3333,0,0
3931,1.0000,1,1
669,0.1000,0,0
3929,0.1429,0,0
3181,0.0000,0,0
429,0.3077,0,0
906,0.4167,0,0
1749,0.0000,0,0
188,0.5000,0,0
1988,0.0000,0,0
417,0.0000,0,0
2573,1.0000,0,0
901,0.1600,0,0
1513,0.3846,0,0
2568,0.5000,0,0
420,0.0000,0,0
2570,1.0000,0,0
422,0.0000,0,0
3169,0.2083,0,0
207,0.5455,0,0
474,0.0000,0,0
3881,0.1905,0,0
1428,0.0000,0,0
3331,0.2500,0,0
1163,0.3000,0,0
3334,0.0000,0,0
1978,0.0000,0,0
464,0.0000,0,0
3874,0.5000,0,0
3353,0.0000,0,0
761,0.0000,0,0
1955,0.5455,1,1
754,0.0000,0,0
3072,0.0000,0,0
215,0.0000,0,0
1181,0.0000,0,0
449,0.0000,0,0
999,0.3333,0,0
3617,0.0000,0,0
508,0.0000,0,0
237,0.0000,0,0
3129,0.3333,0,0
236,0.5455,0,0
976,0.0000,0,0
503,0.2500,0,0
970,1.0000,0,0
1203,0.0000,0,0
1206,0.0000,0,0
3592,0.1333,0,0
3119,0.0000,0,0
973,0.0000,0,0
248,0.0000,0,0
2630,0.6667,0,0
485,0.0000,0,0
2632,1.0000,0,0
724,0.0000,0,0
2636,0.2500,0,0
1213,0.0000,0,0
1905,0.0000,0,0
282,0.1333,0,0
831,0.0000,0,0
286,0.0000,0,0
4076,0.2000,0,0
3528,0.0000,0,0
2199,0.0000,0,0
21,0.0000,0,0
562,0.0000,0,0
23,0.0000,0,0
261,0.0000,0,0
560,0.0769,0,0
3278,0.0909,0,0
3821,0.0000,0,0
3793,0.0000,0,0
797,0.0000,0,0
1124,0.0000,0,0
520,0.0000,0,0
3321,0.0714,0,0
45,0.0000,0,0
772,0.2222,0,0
291,0.1429,0,0
292,0.1429,0,0
294,0.1667,0,0
52,0.0769,0,0
2964,0.0000,0,0
3308,0.0000,0,0
3459,0.0000,0,0
3767,0.0000,0,0
3765,0.0000,0,0
3221,0.0000,0,0
1574,0.0000,0,0
3224,0.0000,0,0
3040,0.0000,0,0
893,0.0000,0,0
3771,0.0000,0,0
620,0.0000,0,0
344,0.0000,0,0
3474,0.0000,0,0
4212,0.0000,0,0
87,0.3750,0,0
4023,0.0000,0,0
2254,0.0000,0,0
1832,0.0000,0,0
3208,0.1429,0,0
3211,0.0000,0,0
1066,0.0000,0,0
3251,0.0000,0,0
3735,0.4615,1,1
101,0.0000,0,0
96,0.0000,0,0
3494,0.4167,1,1
852,0.0000,0,0
585,0.0833,0,0
108,0.0000,0,0
1812,0.0000,0,0
4174,0.1333,0,0
1057,0.0000,0,0
379,0.0000,0,0
1538,0.0000,0,0
4180,0.2000,0,0
2559,0.0000,0,0
837,0.0000,0,0
600,0.0000,0,0
3024,0.0000,0,0
602,0.3333,0,0
1794,0.0000,0,0
4185,0.1176,0,0
1793,0.0000,0,0
606,0.0000,0,0
2032,0.0000,0,0
3165,0.0000,0,0
137,0.0000,0,0
411,0.2000,0,0
139,0.1364,0,0
409,0.0000,0,0
953,0.0000,0,0
1219,0.0000,0,0
678,0.0000,0,0
2621,0.0000,0,0
401,0.0000,0,0
676,0.0000,0,0
3940,0.0000,0,0
675,0.0625,0,0
135,0.5714,1,1
405,0.0000,0,0
2598,0.0000,0,0
2599,0.0000,0,0
2019,0.0000,0,0
3688,0.0000,0,0
2597,0.0000,0,0
3692,0.1250,0,0
3416,0.0000,0,0
690,0.0000,0,0
2338,0.0714,0,0
2583,0.0000,0,0
3913,0.8333,1,1
2582,0.2500,0,0
2577,0.0000,0,0
2579,0.0000,0,0
2578,0.3333,0,0
2589,0.0000,0,0
3667,0.0000,0,0
3424,0.0000,0,0
641,0.0000,0,0
2584,0.0000,0,0
3931,0.0000,0,0
669,0.0000,0,0
3929,0.0000,0,0
3181,0.0833,0,0
429,0.0769,0,0
906,0.1667,0,0
1749,0.0000,0,0
188,0.0000,0,0
1988,0.0000,0,0
417,0.0000,0,0
2573,0.0000,0,0
901,0.0800,0,0
1513,0.2308,0,0
2568,0.0000,0,0
420,0.0000,0,0
2570,0.0000,0,0
422,0.0000,0,0
3169,0.1250,0,0
207,0.1818,0,0
474,0.0769,0,0
3881,0.1429,0,0
1428,0.0000,0,0
3331,0.0000,0,0
1163,0.0000,0,0
3334,0.0000,0,0
1978,0.0000,0,0
464,0.0909,0,0
3874,0.0714,0,0
3353,0.0000,0,0
761,0.0769,0,0
1955,0.0000,0,0
754,0.0769,0,0
3072,0.0000,0,0
215,0.0769,0,0
1181,0.0000,0,0
449,0.0000,0,0
999,0.0833,0,0
3617,0.3333,0,0
508,0.0000,0,0
237,0.0000,0,0
3129,0.0000,0,0
236,0.1818,0,0
976,0.0000,0,0
503,0.0000,0,0
970,0.0000,0,0
1203,0.0000,0,0
1206,0.0000,0,0
3592,0.0667,0,0
3119,0.0000,0,0
973,0.0000,0,0
248,0.0000,0,0
2630,0.0000,0,0
485,0.0000,0,0
2632,0.0000,0,0
724,0.0833,0,0
2636,0.0000,0,0
1213,0.0000,0,0
1905,0.1429,0,0
282,0.0667,0,0
831,0.5556,1,1
286,0.0000,0,0
4076,0.1000,0,0
3528,0.0000,0,0
2199,1.0000,1,1
21,0.5000,1,1
562,0.0000,0,0
23,0.0000,0,0
261,0.0000,0,0
560,0.0000,0,0
3278,0.6364,0,1
3821,0.0000,0,0
3793,0.0000,0,0
797,0.7000,1,1
1124,0.0000,0,0
520,0.0000,0,0
3321,0.2143,0,0
45,0.0000,0,0
772,0.5556,0,1
291,0.0000,0,0
292,0.4286,1,1
294,0.0000,0,0
52,0.0000,0,0
2964,0.0000,0,0
3308,0.0000,0,0
3459,0.0000,0,0
3767,0.9091,1,1
3765,0.7500,0,1
3221,1.0000,1,1
1574,0.0000,0,0
3224,0.0000,0,0
3040,1.0000,1,1
893,0.8571,1,1
3771,0.0000,0,0
620,0.0000,0,0
344,0.0000,0,0
3474,0.0000,0,0
4212,1.0000,1,1
87,0.6250,1,1
4023,0.6667,1,1
2254,0.0000,0,0
1832,0.8889,1,1
3208,0.2857,0,0
3211,0.0000,0,0
1066,0.7500,0,1
3251,0.0000,0,0
3735,0.2308,0,0
101,0.0000,0,0
96,0.0000,0,0
3494,0.2500,0,0
852,0.0000,0,0
585,0.0000,0,0
108,0.0000,0,0
1812,0.0000,0,0
4174,0.0000,0,0
1057,1.0000,1,1
379,0.7500,1,1
1538,0.8750,1,1
4180,0.0000,0,0
2559,1.0000,1,1
837,0.0000,0,0
600,0.0000,0,0
3024,0.8182,1,1
602,0.2222,1,1
1794,0.0000,0,0
4185,0.0588,0,0
1793,0.1667,0,0
606,0.7000,1,1
2032,1.0000,1,1
3165,0.0000,0,0
137,0.0000,0,0
411,0.3000,1,1
139,0.0909,0,0
409,0.0000,0,0
953,1.0000,1,1
1219,0.0000,0,0
678,0.8571,1,1
2621,0.0000,0,0
401,0.0000,0,0
676,0.0000,0,0
3940,0.0000,0,0
675,0.0000,0,0
135,0.1429,0,0
405,0.0000,0,0
2598,1.0000,1,1
2599,1.0000,1,1
2019,1.0000,1,1
3688,0.2000,1,1
2597,1.0000,1,1
3692,0.1250,0,0
3416,0.7500,1,1
690,0.0000,0,0
2338,0.6429,0,1
2583,0.0000,0,0
3913,0.1667,0,0
2582,0.0000,0,0
2577,1.0000,1,1
2579,0.0000,0,0
2578,0.6667,1,1
2589,1.0000,1,1
3667,0.1429,0,0
3424,0.0000,0,0
641,0.0000,0,0
2584,0.0000,0,0
3931,0.0000,0,0
669,0.0000,0,0
3929,0.0000,0,0
3181,0.0000,0,0
429,0.0769,0,0
906,0.4167,0,1
1749,1.0000,1,1
188,0.0000,0,0
1988,0.0000,0,0
417,0.0000,0,0
2573,1.0000,1,1
901,0.2000,0,0
1513,0.5385,1,1
2568,0.0000,0,0
420,0.8000,0,1
2570,1.0000,1,1
422,0.0000,0,0
3169,0.1250,0,0
207,0.0000,0,0
474,0.0000,0,0
3881,0.4762,1,1
1428,0.6667,0,0
3331,0.5000,1,1
1163,0.0000,0,0
3334,0.0000,0,0
1978,0.2000,0,0
464,0.0000,0,0
3874,0.0000,0,0
3353,0.3000,0,0
761,0.0000,0,0
1955,0.4545,0,0
754,0.0769,0,0
3072,0.0000,0,0
215,0.0000,0,0
1181,1.0000,0,1
449,1.0000,0,1
999,0.0000,0,0
3617,0.0000,0,0
508,0.0000,0,0
237,0.0000,0,0
3129,0.6667,1,1
236,0.0000,0,0
976,0.0000,0,0
503,0.1250,0,0
970,0.0000,0,0
1203,0.0000,0,0
1206,0.0000,0,0
3592,0.0000,0,0
3119,0.0000,0,0
973,1.0000,1,1
248,0.1429,0,0
2630,1.0000,1,1
485,0.0000,0,0
2632,0.0000,0,0
724,0.0000,0,0
2636,1.0000,1,1
1213,0.0000,0,0
1905,0.7143,0,1
282,0.4667,1,1
831,0.4444,0,0
286,1.0000,0,1
4076,0.7000,1,1
3528,1.0000,1,1
2199,0.0000,0,0
21,0.5000,0,0
562,1.0000,0,1
23,1.0000,0,1
261,1.0000,0,1
560,0.9231,1,1
3278,0.2727,0,0
3821,1.0000,0,1
3793,1.0000,1,1
797,0.3000,0,0
1124,1.0000,1,1
520,1.0000,1,1
3321,0.7143,1,1
45,1.0000,1,1
772,0.0000,0,0
291,0.8571,0,1
292,0.0714,0,0
294,0.6667,1,1
52,0.9231,1,1
2964,1.0000,1,1
3308,0.0000,0,1
3459,1.0000,1,1
3767,0.0909,0,0
3765,0.0000,0,0
3221,0.0000,0,0
1574,1.0000,1,1
3224,1.0000,0,1
3040,0.3333,0,0
893,0.1429,0,0
3771,1.0000,0,1
620,1.0000,1,1
344,1.0000,0,1
3474,0.6667,1,1
4212,0.0000,0,0
87,0.0000,0,0
4023,0.3333,0,0
2254,1.0000,0,1
1832,0.1111,0,0
3208,0.5714,1,1
3211,1.0000,0,1
1066,0.0000,0,0
3251,1.0000,1,1
3735,0.3077,0,0
101,1.0000,0,1
96,1.0000,1,1
3494,0.3333,0,0
852,1.0000,0,1
585,0.9167,1,1
108,0.9091,1,1
1812,1.0000,0,1
4174,0.8667,1,1
1057,0.0000,0,0
379,0.2500,0,0
1538,0.1250,0,0
4180,0.8000,1,1
2559,0.0000,0,0
837,1.0000,1,1
600,0.9231,1,1
3024,0.1818,0,0
602,0.4444,0,0
1794,1.0000,1,1
4185,0.8235,1,1
1793,0.8333,1,1
606,0.2000,0,0
2032,0.0000,0,0
3165,1.0000,1,1
137,1.0000,0,1
411,0.7000,0,0
139,0.4091,1,1
409,1.0000,1,1
953,0.6250,0,0
1219,1.0000,1,1
678,0.1429,0,0
2621,1.0000,1,1
401,1.0000,0,1
676,1.0000,0,1
3940,1.0000,1,1
675,0.9375,1,1
135,0.2857,0,0
405,1.0000,0,1
2598,0.0000,0,0
2599,0.0000,0,0
2019,0.0000,0,0
3688,0.8000,0,0
2597,0.0000,0,0
3692,0.5417,1,1
3416,0.2500,0,0
690,1.0000,1,1
2338,0.2857,0,0
2583,1.0000,1,1
3913,0.0000,0,0
2582,0.7500,1,1
2577,0.0000,0,0
2579,1.0000,1,1
2578,0.0000,0,0
2589,0.0000,0,0
3667,0.7143,1,1
3424,1.0000,1,1
641,0.9231,1,1
2584,1.0000,1,1
3931,0.0000,0,0
669,0.9000,1,1
3929,1.0000,1,1
3181,0.9167,1,1
429,0.5385,1,1
906,0.0000,0,0
1749,0.0000,0,0
188,0.5000,0,1
1988,1.0000,1,1
417,1.0000,1,1
2573,0.0000,0,0
901,0.5600,1,1
1513,0.0000,0,0
2568,1.0000,1,1
420,0.2000,0,0
2570,0.0000,0,0
422,1.0000,1,1
3169,0.5417,1,1
207,0.2727,0,1
474,0.9231,1,1
3881,0.1905,0,0
1428,0.3333,0,1
3331,0.5000,0,0
1163,1.0000,1,1
3334,1.0000,1,1
1978,1.0000,0,1
464,0.9091,1,1
3874,0.5714,1,1
3353,0.7000,1,1
761,0.9231,1,1
1955,0.0000,0,0
754,0.8462,1,1
3072,1.0000,1,1
215,0.9231,1,1
1181,0.0000,0,0
449,0.0000,0,0
999,0.5833,0,1
3617,0.6667,1,1
508,1.0000,0,1
237,1.0000,0,1
3129,0.0000,0,0
236,0.2727,0,1
976,1.0000,1,1
503,0.7500,1,1
970,1.0000,0,1
1203,1.0000,1,1
1206,1.0000,1,1
3592,0.8000,1,1
3119,1.0000,1,1
973,0.0000,0,0
248,0.8571,1,1
2630,0.0000,0,0
485,1.0000,0,1
2632,1.0000,1,1
724,0.9167,1,1
2636,0.0000,0,0
1213,1.0000,0,1
