% 1  %BooleanFeature(HTMLTitle(canon))  %Log(%TFFeature(Token(canon)))
@RELATION test
@ATTRIBUTE x0	NUMERIC
@ATTRIBUTE x1	NUMERIC
@ATTRIBUTE x2	NUMERIC
@ATTRIBUTE class	{0,1}
@DATA
1219,0,0.0108,0
678,0,0,0
2621,0,0,0
401,0,0.0215,0
676,0,0.0129,0
3940,0,0.0379,0
675,0,0,0
135,0,0,0
405,0,0.0215,0
2598,0,0,0
2599,0,0.0108,0
2019,0,0,0
3688,0,0,0
2597,0,0,0
3692,0,0.0172,0
3416,0,0.0433,0
690,0,0,0
2338,0,0,0
2583,0,0,0
3913,0,0,0
2582,0,0.0108,0
2577,0,0,0
2579,0,0,0
2578,0,0,0
2589,1,0.0542,1
3667,0,0,0
3424,0,0,0
641,0,0,0
2584,0,0,0
3931,0,0,0
669,0,0,0
3929,0,0,0
3181,0,0,0
429,0,0.0271,0
906,0,0,0
1749,0,0,0
188,0,0.0215,0
1988,0,0,0
3663,0,0,0
417,0,0,0
2573,0,0,0
901,0,0.0108,0
1513,0,0,0
2568,0,0,0
420,0,0.0215,0
2570,0,0,0
422,0,0,0
3169,0,0.0172,0
207,0,0,0
474,0,0,0
3881,0,0.0172,0
1428,0,0,0
3331,0,0,0
1163,0,0,0
3334,0,0,0
1978,0,0,0
464,0,0,0
3874,0,0,0
3353,0,0,0
761,0,0,0
1955,0,0,0
754,0,0,0
3072,0,0,0
215,0,0,0
1181,0,0.0150,0
449,0,0.0433,0
999,0,0.0271,0
3617,0,0.0217,0
508,0,0.0343,0
237,0,0,0
3129,0,0,0
236,0,0.0215,0
976,0,0,0
503,0,0,0
970,0,0,0
1203,0,0,0
1206,0,0,0
3592,0,0,0
3119,0,0.0271,0
973,0,0,0
248,0,0,0
2630,0,0.0162,0
485,0,0,0
2632,0,0.0162,0
724,0,0,0
2636,0,0,0
1213,0,0.0135,0
3109,0,0,0
1905,0,0,0
282,0,0,0
831,0,0,0
286,0,0.0129,0
4076,0,0,0
3528,0,0,0
2199,0,0,0
21,0,0,0
562,0,0.0172,0
23,0,0.0129,0
261,0,0.0172,0
1353,0,0,0
560,0,0,0
3278,0,0.0266,0
3821,0,0,0
3793,0,0,0
797,0,0,0
1124,1,0.1002,1
520,0,0,0
3321,0,0,0
45,1,0.0629,1
772,0,0,0
291,0,0,0
292,0,0,0
294,0,0,0
52,0,0,0
2964,0,0,0
3308,0,0,0
3459,0,0,0
3767,0,0,0
3765,0,0.0215,0
3221,0,0,0
1574,1,0.0450,1
3224,0,0.0129,0
3040,0,0,0
893,0,0.0135,0
3771,0,0,0
620,0,0,0
344,0,0.0172,0
3474,0,0.0300,0
4212,0,0,0
87,0,0,0
4023,0,0,0
2254,0,0.0215,0
1832,0,0,0
3208,0,0,0
3211,0,0.0215,0
1066,0,0.0215,0
3251,0,0,0
3735,0,0.0304,0
101,0,0.0129,0
96,0,0,0
3494,0,0,0
852,0,0,0
585,0,0,0
108,0,0,0
1812,0,0,0
4174,0,0,0
1057,0,0,0
379,0,0.0257,0
1538,1,0.0758,1
4180,0,0,0
2559,0,0,0
837,1,0.0217,1
600,0,0,0
3024,0,0,0
602,0,0,0
1794,0,0.0257,0
4185,0,0,0
1793,0,0.0172,0
606,0,0,0
2032,0,0,0
3165,0,0,0
137,0,0.0129,0
411,0,0,0
139,1,0.0515,1
409,0,0,0
953,1,0.0764,1
1219,0,0,0
678,1,0.0542,1
2621,0,0,0
401,0,0.0215,0
676,0,0.0129,0
3940,0,0.0300,0
675,0,0,0
135,0,0,0
405,0,0.0215,0
2598,0,0,0
2599,0,0,0
2019,0,0,0
3688,0,0,0
2597,0,0.0108,0
3692,0,0.0304,0
3416,0,0.0343,0
690,1,0.0687,1
2338,0,0,0
2583,0,0,0
3913,0,0.0217,0
2582,0,0,0
2577,0,0,0
2579,0,0,0
2578,0,0,0
2589,0,0.0215,0
3667,0,0,0
3424,0,0,0
641,0,0,0
2584,0,0,0
3931,0,0,0
669,0,0.0190,0
3929,0,0,0
3181,0,0.0108,0
429,1,0.0485,1
906,0,0,0
1749,1,0.0490,1
188,0,0.0215,0
1988,0,0,0
3663,0,0,0
417,0,0,0
2573,0,0,0
901,1,0.0483,1
1513,0,0,0
2568,0,0.0257,0
420,0,0.0215,0
2570,0,0,0
422,0,0.0190,0
3169,0,0.0304,0
207,0,0.0135,0
474,0,0,0
3881,1,0.0476,1
1428,1,0.0937,1
3331,0,0.0271,0
1163,0,0,0
3334,0,0,0
1978,0,0,0
464,0,0,0
3874,0,0.0215,0
3353,0,0,0
761,0,0,0
1955,0,0,0
754,0,0,0
3072,0,0,0
215,0,0,0
1181,0,0.0150,0
449,0,0,0
999,1,0.0501,1
3617,0,0,0
508,0,0,0
237,0,0,0
3129,0,0,0
236,0,0.0215,0
976,1,0.0760,1
503,0,0,0
970,0,0,0
1203,1,0.1002,1
1206,1,0.0532,1
3592,0,0,0
3119,0,0.0215,0
973,0,0,0
248,0,0,0
2630,1,0.0540,1
485,0,0,0
2632,1,0.0515,1
724,0,0,0
2636,1,0.0565,1
1213,0,0,0
3109,0,0,0
1905,0,0.0135,0
282,0,0.0300,0
831,0,0.0135,0
286,0,0.0129,0
4076,1,0.0604,1
3528,0,0,0
2199,0,0,0
21,0,0,0
562,0,0.0172,0
23,1,0.0472,1
261,0,0.0172,0
1353,0,0.0266,0
560,0,0.0172,0
3278,0,0.0266,0
3821,0,0,0
3793,1,0.0468,1
797,1,0.0529,1
1124,0,0,0
520,1,0.0564,1
3321,0,0.0190,0
45,0,0,0
772,0,0,0
291,0,0,0
292,0,0,0
294,0,0,0
52,0,0,0
2964,0,0,0
3308,0,0,0
3459,0,0.0379,0
3767,1,0.0461,1
3765,0,0.0215,0
3221,0,0,0
1574,0,0,0
3224,1,0.0482,1
3040,0,0,0
893,0,0,0
3771,0,0.0271,0
620,1,0.0543,1
344,0,0.0172,0
3474,0,0.0300,0
4212,0,0,0
87,0,0,0
4023,0,0,0
2254,1,0.0575,1
1832,0,0,0
3208,1,0.0585,1
3211,0,0.0215,0
1066,0,0.0215,0
3251,0,0,0
3735,1,0.0423,1
101,0,0.0129,0
96,0,0,0
3494,1,0.0509,1
852,0,0,0
585,1,0.0443,1
108,0,0,0
1812,0,0,0
4174,0,0,0
1057,0,0,0
379,0,0.0162,0
1538,0,0,0
4180,1,0.0608,1
2559,0,0,0
837,0,0,0
600,0,0,0
3024,0,0,0
602,0,0.0343,0
1794,0,0.0257,0
4185,0,0,0
1793,0,0.0172,0
606,0,0,0
2032,0,0.0257,0
3165,0,0.0271,0
137,0,0.0129,0
411,0,0.0343,0
139,0,0.0215,0
409,0,0,0
953,0,0,0
1219,1,0.0497,1
678,0,0,0
2621,0,0,1
401,1,0.0529,1
676,0,0.0129,0
3940,0,0.0300,0
675,0,0.0172,0
135,0,0.0343,0
405,0,0.0215,0
2598,0,0.0172,0
2599,0,0,0
2019,0,0,0
3688,0,0,0
2597,0,0,0
3692,0,0.0304,0
3416,0,0,0
690,0,0,0
2338,0,0,0
2583,1,0.0515,1
3913,0,0.0217,0
2582,1,0.0423,1
2577,1,0.0575,1
2579,1,0.0420,1
2578,1,0.0650,1
2589,0,0,0
3667,0,0,0
3424,0,0,0
641,0,0,0
2584,1,0.0515,1
3931,0,0,0
669,0,0.0190,0
3929,1,0.0501,1
3181,0,0,0
429,0,0.0215,0
906,0,0,0
1749,0,0,0
188,1,0.0553,1
1988,0,0,0
3663,0,0,1
417,0,0,0
2573,0,0,0
901,0,0.0172,0
1513,0,0,0
2568,0,0,0
420,0,0.0215,0
2570,0,0,0
422,0,0.0190,0
3169,0,0.0304,0
207,0,0,0
474,1,0.0497,1
3881,0,0.0304,0
1428,0,0,0
3331,0,0,0
1163,0,0.0377,0
3334,0,0,0
1978,0,0,0
464,0,0,0
3874,0,0,0
3353,0,0,0
761,0,0,0
1955,0,0,0
754,0,0,0
3072,1,0.0722,1
215,0,0.0108,0
1181,1,0.0517,1
449,0,0,0
999,0,0.0215,0
3617,0,0,0
508,0,0,0
237,0,0,0
3129,0,0,0
236,0,0.0215,0
976,0,0,0
503,0,0.0343,0
970,1,0.0450,1
1203,0,0,0
1206,0,0,0
3592,0,0,0
3119,0,0.0215,0
973,0,0,0
248,0,0.0343,0
2630,0,0,0
485,0,0,0
2632,0,0,0
724,0,0,0
2636,0,0,0
1213,0,0,0
3109,0,0,0
1905,0,0,0
282,0,0,0
831,0,0,0
286,0,0.0129,0
4076,0,0,0
3528,0,0,0
2199,0,0,0
21,0,0,0
562,0,0.0172,0
23,0,0.0129,0
261,0,0.0172,0
1353,0,0.0328,0
560,0,0,0
3278,0,0.0300,0
3821,0,0,0
3793,0,0.0135,0
797,0,0,0
1124,0,0,0
520,0,0,0
3321,0,0,0
45,0,0,0
772,1,0.0468,1
291,0,0,0
292,1,0.0485,1
294,0,0,0
52,0,0,0
2964,0,0,0
3308,0,0,0
3459,0,0.0379,0
3767,0,0,0
3765,1,0.0542,1
3221,0,0,0
1574,0,0,0
3224,0,0.0129,0
3040,1,0.0826,1
893,1,0.0429,1
3771,0,0.0271,0
620,0,0,0
344,0,0.0172,0
3474,0,0.0300,0
4212,1,0.0379,1
87,0,0,0
4023,0,0,0
2254,0,0.0215,0
1832,0,0,0
3208,0,0,0
3211,0,0.0215,0
1066,1,0.0542,1
3251,0,0,0
3735,0,0.0343,0
101,0,0.0129,0
96,1,0.0611,1
3494,0,0,0
852,0,0,0
585,0,0.0108,0
108,0,0,0
1812,0,0,0
4174,0,0,0
1057,0,0,0
379,0,0.0162,0
1538,0,0,0
4180,0,0,0
2559,1,0.0553,1
837,0,0,0
600,0,0.0172,0
3024,0,0,0
602,0,0,0
1794,0,0.0257,0
4185,0,0,0
1793,1,0.0452,1
606,0,0,0
2032,0,0.0162,0
3165,0,0.0271,0
137,0,0.0129,0
411,0,0,0
139,0,0.0215,0
409,1,0.0568,1
953,0,0.0257,0
1219,0,0.0375,0
678,0,0,0
2621,0,0,0
401,0,0.0215,0
676,0,0.0129,0
3940,0,0.0300,0
675,0,0.0108,0
135,0,0,0
405,0,0.0215,0
2598,0,0,0
2599,0,0,0
2019,0,0,0
3688,0,0,0
2597,0,0.0108,0
3692,1,0.0568,1
3416,0,0,0
690,0,0,0
2338,0,0,0
2583,0,0,0
3913,0,0.0217,0
2582,0,0,0
2577,0,0,0
2579,0,0,0
2578,0,0,0
2589,0,0,0
3667,1,0.0456,1
3424,0,0,0
641,0,0,0
2584,0,0,0
3931,0,0,0
669,0,0.0190,0
3929,0,0,0
3181,1,0.0412,1
429,0,0.0215,0
906,1,0.0515,1
1749,0,0,0
188,0,0.0215,0
1988,0,0.0135,0
3663,0,0,0
417,1,0.0580,1
2573,1,0.0569,1
901,0,0.0343,0
1513,1,0.0515,1
2568,1,0.0601,1
420,0,0.0215,0
2570,1,0.0601,1
422,0,0.0190,0
3169,1,0.0568,1
207,1,0.0515,1
474,0,0,0
3881,0,0.0343,0
1428,0,0,0
3331,0,0,0
1163,0,0.0257,0
3334,0,0,0
1978,0,0,0
464,1,0.0443,1
3874,1,0.0585,1
3353,0,0,0
761,0,0,0
1955,0,0,0
754,0,0,0
3072,0,0,0
215,0,0,0
1181,0,0.0150,0
449,1,0.0560,1
999,0,0.0215,0
3617,1,0.0560,1
508,0,0,0
237,0,0,0
3129,1,0.0456,1
236,1,0.0429,1
976,0,0,0
503,0,0,0
970,0,0,0
1203,0,0,0
1206,0,0,0
3592,0,0,0
3119,0,0.0215,0
973,1,0.0515,1
248,0,0,0
2630,0,0,0
485,0,0,0
2632,0,0,0
724,0,0,0
2636,0,0,0
1213,1,0.0450,1
3109,0,0,0
1905,0,0,0
282,1,0.0490,1
831,0,0,0
286,0,0.0129,0
4076,0,0,0
3528,0,0,0
2199,0,0,0
21,1,0.0687,1
562,0,0.0172,0
23,0,0.0129,0
261,0,0.0172,0
1353,0,0,0
560,0,0.0108,0
3278,0,0,0
3821,1,0.0315,1
3793,0,0,0
797,0,0,0
1124,0,0,0
520,0,0,0
3321,0,0,0
45,0,0,0
772,0,0,0
291,0,0,0
292,0,0,0
294,1,0.0377,1
52,0,0.0108,0
2964,0,0,0
3308,0,0,0
3459,0,0,0
3767,0,0,0
3765,0,0.0215,0
3221,1,0.0515,1
1574,0,0,0
3224,0,0.0129,0
3040,0,0,0
893,0,0,0
3771,1,0.0700,1
620,0,0,0
344,0,0.0172,0
3474,1,0.0532,1
4212,0,0,0
87,0,0,0
4023,1,0.0440,1
2254,0,0.0215,0
1832,0,0,0
3208,0,0,0
3211,1,0.0380,1
1066,0,0.0215,0
3251,1,0.0677,1
3735,0,0,0
101,0,0.0129,0
96,0,0,0
3494,0,0,0
852,0,0,0
585,0,0.0108,0
108,0,0,0
1812,0,0,0
4174,0,0,0
1057,0,0,0
379,0,0.0162,0
1538,0,0,0
4180,0,0,0
2559,0,0,0
837,0,0,0
600,0,0,0
3024,0,0.0190,0
602,0,0,0
1794,1,0.0635,1
4185,0,0,0
1793,0,0.0172,0
606,1,0.0460,1
2032,0,0,0
3165,0,0.0629,0
137,0,0.0129,0
411,0,0,0
139,0,0.0271,0
409,0,0,0
953,0,0,0
1219,0,0,0
678,0,0.0135,0
2621,0,0,0
401,0,0.0215,0
676,0,0.0129,0
3940,1,0.0569,1
675,0,0,0
135,0,0,0
405,1,0.0350,1
2598,0,0,0
2599,0,0,0
2019,0,0,0
3688,1,0.0377,1
2597,0,0,0
3692,0,0,0
3416,0,0.0217,0
690,0,0,0
2338,0,0,0
2583,0,0,0
3913,1,0.0885,1
2582,0,0,0
2577,0,0,0
2579,0,0,0
2578,0,0,0
2589,0,0,0
3667,0,0,0
3424,1,0.0271,1
641,0,0,0
2584,0,0,0
3931,0,0,0
669,1,0.0630,1
3929,0,0,0
3181,0,0,0
429,0,0.0271,0
906,0,0,0
1749,0,0,0
188,0,0.0215,0
1988,0,0,0
3663,0,0,0
417,0,0,0
2573,0,0,0
901,0,0,0
1513,0,0,0
2568,0,0,0
420,0,0.0215,0
2570,0,0,0
422,0,0.0190,0
3169,0,0,0
207,0,0,0
474,0,0,0
3881,0,0,0
1428,0,0,0
3331,0,0.0429,0
1163,0,0,0
3334,1,0.0951,1
1978,0,0,0
464,0,0,0
3874,0,0,0
3353,0,0.0217,0
761,0,0.0108,0
1955,0,0,0
754,1,0.0452,1
3072,0,0,0
215,0,0.0108,0
1181,0,0.0150,0
449,0,0,0
999,0,0.0271,0
3617,0,0,0
508,1,0.0503,1
237,0,0,0
3129,0,0,0
236,0,0.0215,0
976,0,0,0
503,0,0,0
970,0,0,0
1203,0,0,0
1206,0,0,0
3592,0,0.0068,0
3119,1,0.0429,1
973,0,0,0
248,1,0.0560,1
2630,0,0,0
485,0,0,0
2632,0,0,0
724,0,0,0
2636,0,0,0
1213,0,0,0
3109,1,0,1
1905,0,0,0
282,0,0,0
831,1,0.0529,1
286,0,0.0189,0
4076,0,0,0
3528,1,0.0542,1
2199,0,0,0
21,0,0,0
562,0,0.0251,0
23,0,0.0189,0
261,1,0.0468,1
1353,0,0,0
560,0,0,0
3278,0,0.0220,0
3821,0,0,0
3793,1,0.0215,0
797,0,0,0
1124,0,0,0
520,0,0,0
3321,0,0.0190,0
45,0,0,0
772,0,0,0
291,1,0.0529,1
292,0,0.0135,0
294,0,0.0162,0
52,0,0.0108,0
2964,0,0,0
3308,0,0,1
3459,0,0,0
3767,0,0,0
3765,0,0.0314,0
3221,0,0,0
1574,0,0,0
3224,0,0.0189,0
3040,0,0,0
893,0,0,0
3771,0,0.0271,0
620,0,0,0
344,0,0.0251,0
3474,0,0.0490,0
4212,0,0,0
87,0,0.0271,0
4023,0,0,0
2254,0,0.0314,0
1832,0,0,0
3208,0,0.0135,0
3211,0,0.0314,0
1066,0,0.0314,0
3251,0,0,0
3735,0,0.0172,0
101,0,0.0189,0
96,0,0,0
3494,0,0,0
852,1,0.0452,1
585,0,0,0
108,1,0.0572,1
1812,0,0.0217,0
4174,0,0,0
1057,1,0.0490,1
379,0,0,0
1538,0,0,0
4180,0,0.0217,0
2559,0,0,0
837,0,0,0
600,1,0.0572,1
3024,1,0.0880,1
602,1,0.0650,1
1794,0,0.0257,0
4185,0,0.0162,0
1793,0,0.0172,0
606,0,0.0108,0
2032,0,0,0
3165,1,0.0858,1
137,0,0.0189,0
411,1,0.0650,1
139,0,0.0350,0
409,0,0,0
953,0,0,0
1219,0,0,0
678,0,0,0
2621,0,0.0190,0
401,0,0.0314,0
676,0,0.0189,0
3940,0,0.0490,0
675,0,0,0
135,1,0.0608,1
405,0,0.0314,0
2598,0,0,0
2599,0,0,0
2019,0,0,0
3688,0,0,0
2597,0,0.0108,0
3692,0,0.0172,0
3416,1,0.0433,1
690,0,0,0
2338,0,0,0
2583,0,0,0
3913,0,0.0217,0
2582,0,0,0
2577,0,0,0
2579,0,0,0
2578,0,0,0
2589,0,0,0
3667,0,0,0
3424,0,0,0
641,1,0.0588,1
2584,0,0,0
3931,1,0.0630,1
669,0,0.0379,0
3929,0,0,0
3181,0,0,0
429,0,0.0350,0
906,0,0,0
1749,0,0,0
188,0,0.0314,0
1988,0,0,0
3663,0,0,0
417,0,0,0
2573,0,0,0
901,0,0.0172,0
1513,0,0,0
2568,0,0.0162,0
420,0,0.0314,0
2570,0,0,0
422,0,0.0532,0
3169,0,0.0172,0
207,0,0.0271,0
474,0,0.0172,0
3881,0,0.0172,0
1428,0,0,0
3331,0,0,0
1163,1,0.0650,1
3334,0,0,0
1978,0,0,0
464,0,0,0
3874,0,0,0
3353,0,0.0802,0
761,0,0.0108,0
1955,0,0,0
754,0,0,0
3072,0,0,0
215,1,0.0388,1
1181,0,0.0220,0
449,0,0,0
999,0,0.0350,0
3617,0,0.0217,0
508,0,0,0
237,1,0.0700,1
3129,0,0,0
236,0,0.0314,0
976,0,0,0
503,1,0.0650,1
970,0,0,0
1203,0,0,0
1206,0,0,0
3592,1,0.0350,1
3119,0,0.0350,0
973,0,0,0
248,0,0,0
2630,0,0,0
485,0,0,0
2632,0,0,0
724,1,0.0443,1
2636,0,0,0
1213,0,0.0135,0
3109,0,0,0
