% 1 %BooleanFeature(Proximity(Number_body(MONI),Token('"',in,inch),-2,0)) 
% 2 %BooleanFeature(Proximity(Number_title(MONI),HTMLTitle('"',in,inch),-2,0)) 
% 3 %BooleanFeature(Proximity(Number_body(MONI),Or(Phrase(screen size),Token(display)),0,7)) 
% 4 %BooleanFeature(Proximity(Number_body(MONI),Token(widescreen,wxga,xga,tft),-8,0))
@RELATION test
@ATTRIBUTE x0	NUMERIC
@ATTRIBUTE x1	NUMERIC
@ATTRIBUTE x2	NUMERIC
@ATTRIBUTE x3	NUMERIC
@ATTRIBUTE x4	NUMERIC
@ATTRIBUTE class	{0,1}
@DATA
1888,0,0,0,0,0
1890,0,0,0,0,0
1906,0,0,0,0,0
1922,0,0,0,0,0
1937,0,0,0,0,0
1967,0,0,0,0,0
1970,0,0,0,0,0
2023,0,0,0,0,0
2036,1,0,0,0,0
2039,0,0,0,0,0
2043,0,0,0,0,0
2050,0,0,0,0,0
2060,0,0,0,0,0
2065,1,0,0,0,0
2099,0,0,0,0,0
2110,0,0,0,0,0
2129,1,1,1,1,1
2137,0,0,0,0,0
2150,0,0,0,0,0
2156,0,0,0,0,1
2195,0,0,0,1,0
2204,0,0,0,0,0
2227,0,0,0,0,0
2232,0,0,0,1,0
2252,0,0,0,1,1
2269,1,0,1,1,1
2272,0,0,0,0,0
2275,1,1,0,1,1
2284,1,0,0,0,0
2309,0,0,0,0,0
2312,0,0,0,0,0
2317,0,0,0,0,0
2341,1,0,0,0,0
2347,0,0,0,0,0
2352,0,0,0,0,0
2367,0,0,0,0,1
2370,0,0,0,0,0
2371,0,0,0,0,0
2389,0,0,0,0,0
2395,1,0,0,0,0
2419,0,0,0,0,0
2432,0,0,0,0,1
2439,0,0,0,0,0
2444,0,0,0,0,0
2446,0,0,0,0,0
2459,0,0,0,1,0
2464,0,0,0,0,0
2503,1,0,1,0,0
2508,0,0,0,0,0
2526,0,0,0,0,0
2531,0,0,0,0,0
2565,0,0,0,0,0
2583,0,0,0,0,0
2605,0,0,0,0,0
2631,0,0,0,0,0
2653,0,0,0,0,0
2673,0,0,0,0,0
2674,0,0,0,0,0
2687,0,0,0,0,0
2701,0,0,0,0,0
2704,0,0,0,0,0
2719,0,0,0,0,0
2725,0,0,0,0,1
2740,0,0,0,0,0
2788,0,0,0,0,1
2795,0,0,0,0,0
2811,0,0,0,0,0
2838,0,0,0,0,0
2839,0,0,0,0,0
2855,0,0,0,0,0
2856,0,0,0,1,0
2862,1,0,1,1,1
2912,0,0,0,0,0
2917,0,0,0,0,0
2922,0,0,0,0,0
2924,0,0,0,0,0
2955,0,0,0,0,0
2956,0,0,0,0,0
2959,1,0,1,1,1
2964,0,0,0,0,0
2965,0,0,0,1,0
2977,0,0,0,0,0
2993,0,0,0,0,0
3043,0,0,0,0,0
3046,0,0,0,0,0
3049,0,0,0,0,0
3079,0,0,0,0,0
3115,0,0,0,0,0
3123,1,0,0,0,0
3143,0,0,0,0,0
3144,0,0,0,0,0
3158,0,0,0,0,0
3174,0,0,0,0,0
3180,0,0,0,0,0
3192,0,0,0,0,0
3196,0,0,0,0,0
3210,1,1,1,1,0
3213,0,0,0,0,0
3223,1,0,1,1,1
3233,0,0,0,0,0
3238,0,0,0,0,0
3245,0,0,0,0,0
3250,0,0,0,0,0
3291,1,0,1,1,1
3318,0,0,0,0,0
3334,0,0,0,0,0
3351,0,0,0,0,0
3352,0,0,0,0,0
3354,1,0,1,1,1
3365,0,0,0,0,0
3405,1,0,0,1,0
3408,1,0,0,0,0
3422,0,0,0,0,0
3472,0,0,0,0,0
3496,0,0,0,0,0
3539,0,0,0,0,0
3584,0,0,0,0,0
3596,0,0,0,0,0
3597,0,0,0,1,0
3600,1,0,0,0,0
3624,0,0,0,0,0
3632,0,0,0,0,0
3674,0,0,0,0,0
3687,0,0,0,0,0
3696,0,0,0,0,0
3707,1,0,1,1,1
3735,0,0,0,0,0
3751,0,0,0,0,0
3753,0,0,0,0,0
3761,0,0,0,0,0
3776,0,0,0,0,0
3779,0,0,0,0,0
3785,0,0,0,0,0
3844,0,0,0,0,0
3852,0,0,0,0,0
3868,0,0,0,0,0
3869,0,0,0,0,0
3900,0,0,0,0,0
3962,1,0,0,1,0
3964,0,0,0,0,0
3992,0,0,0,0,0
4008,0,0,0,0,0
4011,1,0,1,1,1
4070,0,0,0,0,0
4079,1,0,0,0,0
4086,0,0,0,0,0
4105,1,0,1,1,1
4107,0,0,0,0,0
4112,0,0,0,0,0
4129,0,0,0,0,0
4157,1,1,0,1,1
4178,0,0,0,0,0
4196,0,0,0,0,0
4197,0,0,0,0,0
4233,1,0,0,0,0
4236,0,0,0,0,0
4240,0,0,0,0,0
4265,0,0,0,0,0
4273,0,0,0,0,0
4306,0,0,0,0,0
4309,1,0,1,1,1
4322,0,0,0,0,0
4335,1,0,0,0,0
4342,0,0,0,0,0
4350,0,0,0,0,0
4384,1,0,1,0,0
4388,0,0,0,0,0
4411,0,0,0,0,0
4476,0,0,0,0,0
4480,1,0,1,1,1
4492,1,1,1,1,1
4501,0,0,0,0,1
4502,0,0,0,0,0
4582,0,0,0,0,0
4598,0,0,0,0,0
4601,0,0,0,0,1
4605,1,0,0,0,0
4614,0,0,0,0,0
4621,0,0,0,0,0
4659,0,0,0,0,0
4695,0,0,0,0,0
4713,0,0,0,0,0
4744,0,0,0,0,0
4748,0,0,0,0,0
4757,0,0,0,0,0
4761,0,0,0,0,0
4763,1,0,1,1,1
4803,0,0,0,0,0
4805,0,0,0,0,0
4836,0,0,0,0,0
4842,0,0,0,0,0
4845,0,0,0,0,0
4859,0,0,0,0,0
4870,0,0,0,0,0
4885,0,0,0,0,0
4895,0,0,0,0,0
9912,0,0,0,0,0
9999,0,0,0,0,0
10020,0,0,0,0,0
10025,0,0,0,0,0
10141,0,0,0,0,0
10179,0,0,0,0,0
10242,0,0,0,0,0
10326,0,0,0,0,0
10333,0,0,0,0,0
10388,0,0,0,0,0
10416,0,0,0,0,0
10446,0,0,0,0,0
10482,0,0,0,0,0
10495,0,0,0,0,0
10517,0,0,0,0,0
8,0,0,0,0,0
45,0,0,0,0,0
82,0,0,0,0,0
112,0,0,0,0,0
120,1,0,0,1,0
129,1,0,0,1,0
210,0,0,0,0,0
227,0,0,0,0,0
240,0,0,0,0,0
245,0,0,0,0,1
249,0,0,0,1,0
250,0,0,0,0,0
255,0,0,0,0,0
271,0,0,0,0,0
278,1,0,0,0,0
283,0,0,0,0,0
318,0,0,0,0,0
326,0,0,0,0,0
334,0,0,0,0,0
377,0,0,0,0,0
414,0,0,0,0,0
437,0,0,0,0,0
445,0,0,0,0,0
453,0,0,0,0,0
461,1,0,0,0,0
476,1,0,0,0,0
503,0,0,0,0,0
507,0,0,0,0,0
534,0,0,0,1,0
539,0,0,0,0,0
586,0,0,0,1,1
608,1,0,0,0,0
627,0,0,0,0,0
658,0,0,0,0,0
685,0,0,0,1,0
686,1,0,0,1,0
687,1,0,1,1,1
695,1,0,1,1,1
711,1,0,0,0,0
734,0,0,0,0,0
751,0,0,0,0,0
757,0,0,0,0,0
772,0,0,0,0,0
801,1,0,0,0,0
805,0,0,0,0,0
818,0,0,0,0,0
849,0,0,0,0,0
869,0,0,0,0,0
875,0,0,0,1,0
878,0,0,0,0,0
901,0,0,0,0,0
902,0,0,0,0,0
914,0,0,0,0,0
923,0,0,0,1,1
970,0,0,0,0,0
983,1,0,0,1,0
985,0,0,0,0,0
993,0,0,0,0,0
1000,0,0,0,0,0
1015,1,0,0,0,0
1027,0,0,0,0,0
1030,0,0,0,0,0
1048,0,0,0,0,0
1080,0,0,0,0,0
1094,0,0,0,0,0
1117,0,0,0,0,0
1123,0,0,0,0,0
1124,1,0,1,1,1
1169,0,0,0,0,0
1179,1,0,0,1,0
1200,0,0,0,0,0
1223,0,0,0,0,1
1234,0,0,0,0,0
1235,0,0,0,0,0
1241,0,0,0,0,0
1245,1,0,0,0,0
1248,0,0,0,0,0
1251,0,0,0,0,0
1256,0,0,0,0,0
1264,1,0,1,1,1
1303,0,0,0,0,0
1305,1,0,0,0,0
1311,0,0,0,0,0
1336,0,0,0,1,0
1343,0,0,0,0,0
1346,0,0,0,0,0
1358,1,0,0,0,0
1362,0,0,0,0,0
1385,0,0,0,0,0
1428,0,0,0,0,0
1437,0,0,0,0,0
1448,0,0,0,0,0
1451,0,0,0,0,0
1500,0,0,0,0,0
1526,0,0,0,0,0
1551,0,0,0,1,0
1566,0,0,0,1,0
1587,0,0,0,0,0
1608,1,0,0,0,0
1614,0,0,0,0,0
1627,0,0,0,0,0
1635,0,0,0,0,0
1639,1,0,0,0,0
1648,1,0,1,1,1
1673,0,0,0,0,0
1680,0,0,0,0,0
1686,0,0,0,0,0
1704,0,0,0,1,0
1724,0,0,0,0,0
1734,1,0,0,1,0
1771,1,0,0,0,0
1775,0,0,0,0,0
1778,0,0,0,0,0
1800,1,0,0,0,0
1806,0,0,0,0,0
1831,1,0,0,0,0
1845,0,0,0,0,0
1888,0,0,0,0,0
1890,0,0,0,0,0
1906,1,0,0,0,0
1922,0,0,0,0,0
1937,0,0,0,0,0
1967,0,0,0,0,0
1970,0,0,0,0,0
2023,0,0,0,0,0
2036,0,0,0,0,0
2039,0,0,0,0,0
2043,1,0,0,0,0
2050,0,0,0,0,0
2060,0,0,0,0,0
2065,1,0,1,1,1
2099,0,0,0,0,0
2110,1,0,0,0,0
2129,0,0,0,0,0
2137,0,0,0,0,0
2150,0,0,0,0,0
2156,0,0,0,0,0
2195,1,0,0,1,0
2204,0,0,0,0,0
2227,0,0,0,0,0
2232,0,0,0,1,0
2252,0,0,0,0,0
2269,0,0,0,0,0
2272,1,1,0,1,1
2275,0,0,0,0,0
2284,1,0,1,1,1
2309,0,0,0,0,0
2312,0,0,0,0,0
2317,1,0,0,0,0
2341,1,0,1,1,1
2347,0,0,0,0,0
2352,0,0,0,0,0
2367,0,0,0,0,0
2370,0,0,0,0,0
2371,0,0,0,0,0
2389,1,0,0,0,0
2395,1,0,1,1,1
2419,0,0,0,0,0
2432,0,0,0,0,0
2439,0,0,0,0,0
2444,0,0,0,0,0
2446,1,0,0,0,0
2459,1,0,0,1,0
2464,1,0,0,0,0
2503,1,0,0,0,0
2508,0,0,0,0,0
2526,0,0,0,0,0
2531,0,0,0,0,0
2565,0,0,0,0,0
2583,0,0,0,0,0
2605,0,0,0,0,0
2631,1,0,0,0,0
2653,0,0,0,0,0
2673,1,0,0,0,0
2674,0,0,0,0,0
2687,0,0,0,0,0
2701,0,0,0,0,0
2704,0,0,0,0,0
2719,1,0,0,0,0
2725,0,0,0,0,0
2740,1,0,0,0,0
2788,0,0,0,0,0
2795,0,0,0,0,0
2811,0,0,0,0,0
2838,0,0,0,0,0
2839,0,0,0,0,0
2855,0,0,0,0,0
2856,1,0,0,1,0
2862,0,0,0,0,0
2912,0,0,0,0,0
2917,0,0,0,0,0
2922,0,0,0,0,0
2924,0,0,0,0,0
2955,0,0,0,0,0
2956,0,0,0,0,0
2959,0,0,0,0,0
2964,0,0,0,0,0
2965,0,0,0,1,0
2977,0,0,0,0,0
2993,1,0,0,0,0
3043,0,0,0,0,0
3046,1,0,0,0,0
3049,0,0,0,0,0
3079,0,0,0,0,0
3115,1,0,0,0,0
3123,1,1,1,1,1
3143,0,0,0,0,0
3144,0,0,0,0,0
3158,0,0,0,0,0
3174,0,0,0,0,0
3180,0,0,0,0,0
3192,0,0,0,0,0
3196,0,0,0,0,0
3210,0,0,0,0,0
3213,0,0,0,0,0
3223,0,0,0,0,0
3233,0,0,0,0,0
3238,0,0,0,0,0
3245,0,0,0,0,0
3250,0,0,0,0,0
3291,0,0,0,0,0
3318,0,0,0,0,0
3334,0,0,0,0,0
3351,0,0,0,0,0
3352,0,0,0,0,0
3354,0,0,0,0,0
3365,0,0,0,0,0
3405,1,1,1,1,1
3408,0,0,0,0,0
3422,0,0,0,0,0
3472,0,0,0,0,0
3496,0,0,0,0,0
3539,0,0,0,0,0
3584,0,0,0,0,0
3596,0,0,0,0,0
3597,0,0,0,1,0
3600,1,0,1,1,1
3624,0,0,0,0,0
3632,0,0,0,0,0
3674,0,0,0,0,0
3687,0,0,0,0,0
3696,0,0,0,0,0
3707,0,0,0,0,0
3735,0,0,0,0,0
3751,0,0,0,0,0
3753,0,0,0,0,0
3761,0,0,0,0,0
3776,0,0,0,0,0
3779,1,0,0,0,0
3785,0,0,0,0,0
3844,0,0,0,0,0
3852,0,0,0,0,0
3868,0,0,0,0,0
3869,0,0,0,0,0
3900,0,0,0,0,0
3962,1,0,0,1,0
3964,0,0,0,0,0
3992,0,0,0,0,0
4008,0,0,0,0,0
4011,0,0,0,0,0
4070,0,0,0,0,0
4079,0,0,0,0,0
4086,0,0,0,0,0
4105,0,0,0,0,0
4107,0,0,0,0,0
4112,1,0,0,0,0
4129,0,0,0,0,0
4157,0,0,0,0,0
4178,0,0,0,0,0
4196,1,0,0,0,0
4197,0,0,0,1,1
4233,1,0,1,1,1
4236,1,0,0,0,0
4240,0,0,0,0,0
4265,0,0,0,0,0
4273,0,0,0,0,0
4306,0,0,0,0,0
4309,0,0,0,0,0
4322,0,0,0,0,0
4335,1,0,1,1,1
4342,0,0,0,1,1
4350,0,0,0,0,0
4384,1,0,0,0,0
4388,0,0,0,0,0
4411,0,0,0,0,0
4476,0,0,0,0,0
4480,0,0,0,0,0
4492,0,0,0,0,0
4501,0,0,0,0,0
4502,1,0,0,0,0
4582,0,0,0,0,0
4598,1,0,0,0,0
4601,0,0,0,0,0
4605,1,0,1,1,1
4614,1,0,0,0,0
4621,1,0,0,0,0
4659,1,0,0,0,0
4695,0,0,0,0,0
4713,0,0,0,0,0
4744,0,0,0,0,0
4748,0,0,0,0,0
4757,0,0,0,0,0
4761,0,0,0,0,0
4763,0,0,0,0,0
4803,0,0,0,0,0
4805,0,0,0,0,0
4836,0,0,0,0,0
4842,0,0,0,0,0
4845,1,0,0,1,0
4859,1,0,0,0,0
4870,1,0,0,0,0
4885,0,0,0,0,0
4895,0,0,0,0,0
9912,1,1,0,1,1
9999,1,1,0,1,1
10020,1,1,0,1,1
10025,0,0,0,0,0
10141,0,0,0,0,0
10179,0,0,0,0,0
10242,0,0,0,0,0
10326,1,1,0,1,1
10333,0,0,0,0,0
10388,0,0,0,0,0
10416,1,1,0,1,1
10446,0,0,0,0,0
10482,1,1,0,1,1
10495,1,1,0,1,1
10517,1,1,0,1,1
8,0,0,0,0,0
45,0,0,0,0,1
82,1,0,0,0,0
112,1,0,0,0,0
120,1,0,1,1,1
129,1,0,1,1,1
210,0,0,0,0,0
227,0,0,0,0,1
240,0,0,0,0,0
245,0,0,0,0,0
249,1,0,0,0,0
250,0,0,0,0,0
255,1,0,1,0,1
271,1,0,0,0,0
278,1,0,1,1,1
283,0,0,0,0,0
318,0,0,0,0,0
326,0,0,0,0,1
334,1,0,1,1,1
377,0,0,0,0,0
414,0,0,0,0,0
437,0,0,0,0,0
445,1,1,1,1,1
453,0,0,0,0,0
461,1,1,1,1,1
476,1,0,1,1,1
503,1,0,0,0,0
507,0,0,0,0,0
534,1,0,0,0,0
539,1,1,1,1,1
586,0,0,0,0,0
608,1,0,1,1,1
627,0,0,0,0,1
658,0,0,0,0,0
685,1,0,0,0,0
686,1,0,1,1,1
687,0,0,0,0,0
695,0,0,0,0,0
711,1,1,1,1,1
734,0,0,0,0,1
751,0,0,0,0,1
757,0,0,0,0,0
772,0,0,0,0,1
801,1,0,1,1,1
805,0,0,0,0,0
818,1,1,0,1,1
849,0,0,0,0,0
869,0,0,0,0,1
875,1,0,0,0,0
878,0,0,0,0,0
901,0,0,0,0,1
902,1,0,0,0,0
914,1,0,0,0,0
923,0,0,0,0,0
970,0,0,0,0,0
983,1,0,1,1,1
985,0,0,0,0,0
993,1,1,1,1,1
1000,1,0,0,0,0
1015,1,0,1,1,1
1027,1,0,0,0,0
1030,0,0,0,0,0
1048,1,1,1,1,1
1080,0,0,0,0,0
1094,0,0,0,0,0
1117,1,0,0,0,0
1123,0,0,0,0,0
1124,0,0,0,0,0
1169,0,0,0,0,0
1179,1,0,1,1,1
1200,0,0,0,0,0
1223,0,0,0,0,0
1234,0,0,0,0,0
1235,1,1,0,1,1
1241,1,1,1,1,1
1245,1,0,1,1,1
1248,1,0,0,0,0
1251,0,0,0,0,0
1256,0,0,0,0,0
1264,0,0,0,0,0
1303,0,0,0,0,1
1305,1,0,1,1,1
1311,0,0,0,0,1
1336,0,0,0,0,0
1343,0,0,0,0,0
1346,0,0,0,1,1
1358,1,0,0,0,1
1362,0,0,0,0,1
1385,0,0,0,0,0
1428,0,0,0,0,0
1437,0,0,0,0,1
1448,1,0,0,0,0
1451,0,0,0,0,1
1500,1,1,1,1,1
1526,1,0,1,1,1
1551,1,0,1,1,1
1566,0,0,0,0,0
1587,1,0,0,0,0
1608,1,0,0,0,1
1614,0,0,0,0,0
1627,1,0,0,0,0
1635,0,0,0,0,0
1639,1,0,1,1,1
1648,0,0,0,0,0
1673,1,0,1,1,1
1680,0,0,0,0,0
1686,1,0,0,0,0
1704,0,0,0,0,0
1724,0,0,0,0,0
1734,1,0,1,1,1
1771,1,0,0,0,0
1775,0,0,0,0,1
1778,0,0,0,0,0
1800,1,1,1,1,1
1806,1,0,0,0,0
1831,1,0,1,1,1
1845,0,0,0,0,0
1888,1,0,0,0,0
1890,1,0,0,0,0
1906,1,1,1,1,1
1922,1,0,0,0,0
1937,0,0,0,0,1
1967,0,0,0,0,0
1970,0,0,0,0,0
2023,1,0,0,0,0
2036,1,0,1,1,1
2039,1,0,1,1,1
2043,1,0,1,1,1
2050,1,1,1,1,1
2060,0,0,0,0,1
2065,1,0,0,0,0
2099,0,0,0,0,0
2110,1,0,1,1,1
2129,0,0,0,0,0
2137,0,0,0,1,1
2150,0,0,0,0,0
2156,0,0,0,0,0
2195,1,0,1,1,1
2204,0,0,0,1,1
2227,1,0,0,0,0
2232,1,0,1,1,1
2252,0,0,0,0,0
2269,0,0,0,0,0
2272,0,0,0,0,0
2275,0,0,0,0,0
2284,0,0,0,0,0
2309,0,0,0,0,1
2312,1,0,0,0,0
2317,1,0,1,1,1
2341,0,0,0,0,0
2347,0,0,0,0,0
2352,1,1,0,1,1
2367,0,0,0,0,0
2370,0,0,0,0,0
2371,1,0,0,0,0
2389,1,0,1,1,1
2395,0,0,0,0,0
2419,0,0,0,1,1
2432,0,0,0,0,0
2439,1,0,0,0,0
2444,0,0,0,0,0
2446,1,0,1,1,1
2459,1,0,1,1,1
2464,1,0,1,1,1
2503,1,0,0,0,1
2508,0,0,0,0,0
2526,1,0,0,0,0
2531,0,0,0,0,1
2565,0,0,0,0,0
2583,1,0,0,0,0
2605,1,0,0,0,0
2631,1,0,1,1,1
2653,0,0,0,0,0
2673,1,0,1,1,1
2674,1,1,1,1,1
2687,1,0,0,0,0
2701,0,0,0,0,0
2704,0,0,0,0,0
2719,1,0,0,0,0
2725,0,0,0,0,0
2740,0,0,0,0,0
2788,0,0,0,0,0
2795,1,0,0,0,0
2811,0,0,0,0,0
2838,1,0,0,0,0
2839,0,0,0,0,0
2855,1,1,1,1,1
2856,1,0,1,1,1
2862,0,0,0,0,0
2912,1,0,0,0,0
2917,0,0,0,0,0
2922,1,0,0,0,0
2924,0,0,0,0,1
2955,0,0,0,0,0
2956,1,1,0,1,1
2959,0,0,0,0,0
2964,0,0,0,1,1
2965,0,0,0,0,0
2977,0,0,0,0,0
2993,1,0,1,1,1
3043,1,0,0,0,0
3046,1,0,1,1,1
3049,0,0,0,0,0
3079,1,0,0,0,0
3115,0,0,0,0,0
3123,0,0,0,0,0
3143,1,0,0,0,0
3144,1,0,0,0,0
3158,0,0,0,0,1
3174,0,0,0,0,0
3180,0,0,0,0,1
3192,0,0,0,0,1
3196,0,0,0,0,1
3210,0,0,0,0,1
3213,0,0,0,0,0
3223,0,0,0,0,0
3233,1,0,0,0,0
3238,0,0,0,1,1
3245,0,0,0,0,0
3250,1,0,1,1,1
3291,1,0,0,0,0
3318,0,0,0,0,0
3334,1,0,1,1,1
3351,0,0,0,0,0
3352,0,0,0,0,0
3354,0,0,0,0,0
3365,0,0,0,0,0
3405,0,0,0,0,0
3408,1,1,1,1,1
3422,0,0,0,0,0
3472,0,0,0,0,1
3496,0,0,0,0,0
3539,0,0,0,0,1
3584,0,0,0,0,0
3596,1,0,0,0,0
3597,1,0,0,0,0
3600,0,0,0,0,0
3624,1,0,0,0,0
3632,1,0,0,0,0
3674,1,0,1,1,1
3687,0,0,0,0,0
3696,1,1,1,1,1
3707,0,0,0,0,0
3735,1,0,1,1,1
3751,1,0,1,1,1
3753,1,0,0,1,0
3761,1,0,0,0,0
3776,1,1,1,1,1
3779,1,0,1,1,1
3785,1,0,0,1,1
3844,0,0,0,0,0
3852,1,0,0,0,0
3868,1,0,0,0,0
3869,0,0,0,0,0
3900,1,0,0,0,0
3962,1,0,0,0,0
3964,0,0,0,0,1
3992,1,1,1,1,1
4008,1,0,1,1,1
4011,0,0,0,0,0
4070,1,0,0,0,0
4079,0,0,0,0,0
4086,0,0,0,0,0
4105,0,0,0,0,0
4107,1,0,1,1,1
4112,1,0,1,1,1
4129,1,0,0,0,0
4157,0,0,0,0,0
4178,1,0,1,1,1
4196,1,0,1,1,1
4197,0,0,0,0,0
4233,0,0,0,0,0
4236,1,0,1,1,1
4240,0,0,0,0,0
4265,0,0,0,0,0
4273,0,0,0,0,0
4306,1,0,0,0,0
4309,0,0,0,0,0
4322,0,0,0,0,0
4335,0,0,0,0,0
4342,0,0,0,0,0
4350,0,0,0,0,0
4384,1,0,0,0,1
4388,0,0,0,0,1
4411,0,0,0,0,1
4476,1,0,0,0,0
4480,0,0,0,0,0
4492,0,0,0,0,0
4501,0,0,0,0,0
4502,1,1,1,1,1
4582,0,0,0,0,0
4598,1,0,1,1,1
4601,0,0,0,0,0
4605,0,0,0,0,0
4614,1,1,1,1,1
4621,1,0,1,1,1
4659,1,1,1,1,1
4695,1,1,1,1,1
4713,1,0,0,0,0
4744,1,0,0,0,0
4748,1,1,1,1,1
4757,1,0,0,0,0
4761,1,1,1,1,1
4763,0,0,0,0,0
4803,0,0,0,0,0
4805,0,0,0,0,0
4836,0,0,0,0,0
4842,1,1,1,1,1
4845,1,0,0,1,0
4859,1,0,1,1,1
4870,1,1,1,1,1
4885,1,0,0,0,0
4895,1,1,1,1,1
9912,0,0,0,0,0
9999,1,0,0,0,0
10020,0,0,0,0,0
10025,1,1,0,1,1
10141,0,0,0,0,0
10179,0,0,0,0,0
10242,0,0,0,0,0
10326,0,0,0,0,0
10333,0,0,0,0,0
10388,0,0,0,0,0
10416,1,0,0,0,0
10446,1,1,0,1,1
10482,0,0,0,0,0
10495,0,0,0,0,0
10517,1,0,0,0,0
8,1,1,1,1,1
45,1,0,0,0,0
82,1,1,1,0,1
112,1,0,0,0,0
120,0,0,0,1,0
129,0,0,0,1,0
210,0,0,0,0,0
227,0,0,0,0,0
240,1,0,1,0,0
245,0,0,0,0,0
249,1,0,1,1,1
250,0,0,0,0,1
255,0,0,0,0,0
271,1,0,1,1,1
278,0,0,0,0,0
283,0,0,0,0,0
318,1,0,1,1,1
326,0,0,0,0,0
334,0,0,0,0,0
377,1,0,0,1,1
414,0,0,0,0,0
437,0,0,0,0,0
445,0,0,0,0,0
453,0,0,0,0,1
461,0,0,0,0,0
476,0,0,0,0,0
503,1,0,1,0,1
507,0,0,0,1,1
534,1,0,1,1,1
539,1,0,0,0,0
586,0,0,0,0,0
608,0,0,0,0,0
627,0,0,0,0,0
658,0,0,0,0,1
685,1,0,1,1,1
686,0,0,0,1,0
687,0,0,0,0,0
695,0,0,0,0,0
711,0,0,0,0,0
734,0,0,0,0,0
751,0,0,0,0,0
757,1,1,0,1,1
772,0,0,0,0,0
801,0,0,0,0,0
805,0,0,0,0,0
818,0,0,0,0,0
849,1,1,0,1,1
869,0,0,0,0,0
875,1,0,1,1,1
878,1,1,0,1,1
901,0,0,0,0,0
902,1,0,1,1,1
914,1,1,1,1,1
923,0,0,0,0,0
970,0,0,0,0,0
983,0,0,0,1,0
985,0,0,0,0,0
993,0,0,0,0,0
1000,1,0,1,1,1
1015,0,0,0,0,0
